country_code,country_name,period,geo_type,indicator,indicator_name,value,unit,unit_name,sex,age,wealth_quintile,residence,maternal_edu_lvl,lower_bound,upper_bound,obs_status,obs_status_name,data_source,ref_period,country_notes,indicator_code,year
ALB,Albania,2000.0,0,CME_MRY0T4,Under-five mortality rate,26.9688398690634,D_PER_1000_B,,_T,,_T,,,24.5285341828234,29.7098126912783,A,,UN_IGME,,,CME_MRY0T4,2000
ALB,Albania,2001.0,0,CME_MRY0T4,Under-five mortality rate,25.6239508820418,D_PER_1000_B,,_T,,_T,,,23.5310775276064,27.9443371521825,A,,UN_IGME,,,CME_MRY0T4,2001
ALB,Albania,2002.0,0,CME_MRY0T4,Under-five mortality rate,24.2575492620097,D_PER_1000_B,,_T,,_T,,,22.5216863915135,26.1386563127739,A,,UN_IGME,,,CME_MRY0T4,2002
ALB,Albania,2003.0,0,CME_MRY0T4,Under-five mortality rate,22.8518524556758,D_PER_1000_B,,_T,,_T,,,21.4710097294614,24.3119186452354,A,,UN_IGME,,,CME_MRY0T4,2003
ALB,Albania,2004.0,0,CME_MRY0T4,Under-five mortality rate,21.4132467072085,D_PER_1000_B,,_T,,_T,,,20.3815858385757,22.4727477862699,A,,UN_IGME,,,CME_MRY0T4,2004
ALB,Albania,2005.0,0,CME_MRY0T4,Under-five mortality rate,19.9592002521699,D_PER_1000_B,,_T,,_T,,,19.1956766074826,20.75226613621,A,,UN_IGME,,,CME_MRY0T4,2005
ALB,Albania,2006.0,0,CME_MRY0T4,Under-five mortality rate,18.5097195342497,D_PER_1000_B,,_T,,_T,,,17.9298907707264,19.1073161801273,A,,UN_IGME,,,CME_MRY0T4,2006
ALB,Albania,2007.0,0,CME_MRY0T4,Under-five mortality rate,17.1033827588556,D_PER_1000_B,,_T,,_T,,,16.6003370693008,17.6157408177445,A,,UN_IGME,,,CME_MRY0T4,2007
ALB,Albania,2008.0,0,CME_MRY0T4,Under-five mortality rate,15.7640673293259,D_PER_1000_B,,_T,,_T,,,15.2947892037004,16.2304339981106,A,,UN_IGME,,,CME_MRY0T4,2008
ALB,Albania,2009.0,0,CME_MRY0T4,Under-five mortality rate,14.486812930077,D_PER_1000_B,,_T,,_T,,,14.04943991217,14.937972828635,A,,UN_IGME,,,CME_MRY0T4,2009
ALB,Albania,2010.0,0,CME_MRY0T4,Under-five mortality rate,13.2803295959687,D_PER_1000_B,,_T,,_T,,,12.8671508816333,13.7097232469962,A,,UN_IGME,,,CME_MRY0T4,2010
ALB,Albania,2011.0,0,CME_MRY0T4,Under-five mortality rate,12.1725325701359,D_PER_1000_B,,_T,,_T,,,11.7880671116762,12.5704319067386,A,,UN_IGME,,,CME_MRY0T4,2011
ALB,Albania,2012.0,0,CME_MRY0T4,Under-five mortality rate,11.220986192476,D_PER_1000_B,,_T,,_T,,,10.847645524864,11.605033155722,A,,UN_IGME,,,CME_MRY0T4,2012
ALB,Albania,2013.0,0,CME_MRY0T4,Under-five mortality rate,10.4771536390163,D_PER_1000_B,,_T,,_T,,,10.1186000873438,10.8450140989607,A,,UN_IGME,,,CME_MRY0T4,2013
ALB,Albania,2014.0,0,CME_MRY0T4,Under-five mortality rate,9.93481733243303,D_PER_1000_B,,_T,,_T,,,9.5797450555459,10.3008698914678,A,,UN_IGME,,,CME_MRY0T4,2014
ALB,Albania,2015.0,0,CME_MRY0T4,Under-five mortality rate,9.5862628554266,D_PER_1000_B,,_T,,_T,,,9.23352222773118,9.95792789532023,A,,UN_IGME,,,CME_MRY0T4,2015
ALB,Albania,2016.0,0,CME_MRY0T4,Under-five mortality rate,9.40075265965331,D_PER_1000_B,,_T,,_T,,,9.05153767698164,9.77768895721426,A,,UN_IGME,,,CME_MRY0T4,2016
ALB,Albania,2017.0,0,CME_MRY0T4,Under-five mortality rate,9.3363070136672,D_PER_1000_B,,_T,,_T,,,8.982454848054,9.72579923657803,A,,UN_IGME,,,CME_MRY0T4,2017
ALB,Albania,2018.0,0,CME_MRY0T4,Under-five mortality rate,9.34431410257931,D_PER_1000_B,,_T,,_T,,,8.95936636110519,9.75358328854904,A,,UN_IGME,,,CME_MRY0T4,2018
ALB,Albania,2019.0,0,CME_MRY0T4,Under-five mortality rate,9.38666962804236,D_PER_1000_B,,_T,,_T,,,8.94547676847585,9.84389886437554,A,,UN_IGME,,,CME_MRY0T4,2019
ALB,Albania,2020.0,0,CME_MRY0T4,Under-five mortality rate,9.43527214299489,D_PER_1000_B,,_T,,_T,,,8.87917219661401,10.0143276388744,A,,UN_IGME,,,CME_MRY0T4,2020
ALB,Albania,2021.0,0,CME_MRY0T4,Under-five mortality rate,9.45683249358583,D_PER_1000_B,,_T,,_T,,,8.72033357977454,10.2443261701261,A,,UN_IGME,,,CME_MRY0T4,2021
ALB,Albania,2022.0,0,CME_MRY0T4,Under-five mortality rate,9.43638524515984,D_PER_1000_B,,_T,,_T,,,8.49107359921075,10.469352661316,A,,UN_IGME,,,CME_MRY0T4,2022
ALB,Albania,2023.0,0,CME_MRY0T4,Under-five mortality rate,9.35723908797041,D_PER_1000_B,,_T,,_T,,,8.19903700923245,10.6840323811084,A,,UN_IGME,,,CME_MRY0T4,2023
ALB,Albania,2024.0,0,CME_MRY0T4,Under-five mortality rate,9.22708033362451,D_PER_1000_B,,_T,,_T,,,7.81105570318484,10.8678348209291,A,,UN_IGME,,,CME_MRY0T4,2024
AZE,Azerbaijan,2000.0,0,CME_MRY0T4,Under-five mortality rate,74.3050754350011,D_PER_1000_B,,_T,,_T,,,65.9990572008558,83.8516718681114,A,,UN_IGME,,,CME_MRY0T4,2000
AZE,Azerbaijan,2001.0,0,CME_MRY0T4,Under-five mortality rate,69.2909675056208,D_PER_1000_B,,_T,,_T,,,60.9094308949646,78.5809610122182,A,,UN_IGME,,,CME_MRY0T4,2001
AZE,Azerbaijan,2002.0,0,CME_MRY0T4,Under-five mortality rate,64.3985865119822,D_PER_1000_B,,_T,,_T,,,56.1004065465006,73.5566671219653,A,,UN_IGME,,,CME_MRY0T4,2002
AZE,Azerbaijan,2003.0,0,CME_MRY0T4,Under-five mortality rate,59.9496725338175,D_PER_1000_B,,_T,,_T,,,51.6354707495295,68.7460286278891,A,,UN_IGME,,,CME_MRY0T4,2003
AZE,Azerbaijan,2004.0,0,CME_MRY0T4,Under-five mortality rate,55.8389529340196,D_PER_1000_B,,_T,,_T,,,47.7339983749612,64.4539105781378,A,,UN_IGME,,,CME_MRY0T4,2004
AZE,Azerbaijan,2005.0,0,CME_MRY0T4,Under-five mortality rate,52.0926415898216,D_PER_1000_B,,_T,,_T,,,44.2398448940801,60.607432401725,A,,UN_IGME,,,CME_MRY0T4,2005
AZE,Azerbaijan,2006.0,0,CME_MRY0T4,Under-five mortality rate,48.7156103756443,D_PER_1000_B,,_T,,_T,,,41.1594542397915,57.1297962849674,A,,UN_IGME,,,CME_MRY0T4,2006
AZE,Azerbaijan,2007.0,0,CME_MRY0T4,Under-five mortality rate,45.6517686323439,D_PER_1000_B,,_T,,_T,,,38.3490897051879,53.7545265645696,A,,UN_IGME,,,CME_MRY0T4,2007
AZE,Azerbaijan,2008.0,0,CME_MRY0T4,Under-five mortality rate,42.8713680278591,D_PER_1000_B,,_T,,_T,,,35.7077704275309,50.8774486444935,A,,UN_IGME,,,CME_MRY0T4,2008
AZE,Azerbaijan,2009.0,0,CME_MRY0T4,Under-five mortality rate,40.2306577138768,D_PER_1000_B,,_T,,_T,,,33.3304481683565,48.2218040737273,A,,UN_IGME,,,CME_MRY0T4,2009
AZE,Azerbaijan,2010.0,0,CME_MRY0T4,Under-five mortality rate,37.7505486790492,D_PER_1000_B,,_T,,_T,,,30.992267663509,45.5212806211754,A,,UN_IGME,,,CME_MRY0T4,2010
AZE,Azerbaijan,2011.0,0,CME_MRY0T4,Under-five mortality rate,35.4535792229331,D_PER_1000_B,,_T,,_T,,,28.8493186377743,43.2287387130747,A,,UN_IGME,,,CME_MRY0T4,2011
AZE,Azerbaijan,2012.0,0,CME_MRY0T4,Under-five mortality rate,33.3611022813874,D_PER_1000_B,,_T,,_T,,,26.8250096572729,41.0536366509049,A,,UN_IGME,,,CME_MRY0T4,2012
AZE,Azerbaijan,2013.0,0,CME_MRY0T4,Under-five mortality rate,31.4090070652012,D_PER_1000_B,,_T,,_T,,,25.1457519278002,38.900291266756,A,,UN_IGME,,,CME_MRY0T4,2013
AZE,Azerbaijan,2014.0,0,CME_MRY0T4,Under-five mortality rate,29.6197803731824,D_PER_1000_B,,_T,,_T,,,23.5037427802438,36.9639808259102,A,,UN_IGME,,,CME_MRY0T4,2014
AZE,Azerbaijan,2015.0,0,CME_MRY0T4,Under-five mortality rate,27.9482290281728,D_PER_1000_B,,_T,,_T,,,22.02780286866,35.2251019507818,A,,UN_IGME,,,CME_MRY0T4,2015
AZE,Azerbaijan,2016.0,0,CME_MRY0T4,Under-five mortality rate,26.4573762941773,D_PER_1000_B,,_T,,_T,,,20.6669398841931,33.7216755097709,A,,UN_IGME,,,CME_MRY0T4,2016
AZE,Azerbaijan,2017.0,0,CME_MRY0T4,Under-five mortality rate,25.115295322547,D_PER_1000_B,,_T,,_T,,,19.3384677384554,32.3793743576628,A,,UN_IGME,,,CME_MRY0T4,2017
AZE,Azerbaijan,2018.0,0,CME_MRY0T4,Under-five mortality rate,23.8288675481992,D_PER_1000_B,,_T,,_T,,,18.1271750123534,31.1955399585964,A,,UN_IGME,,,CME_MRY0T4,2018
AZE,Azerbaijan,2019.0,0,CME_MRY0T4,Under-five mortality rate,22.6534359098679,D_PER_1000_B,,_T,,_T,,,17.0062121861805,30.2401937056115,A,,UN_IGME,,,CME_MRY0T4,2019
AZE,Azerbaijan,2020.0,0,CME_MRY0T4,Under-five mortality rate,21.5425797897047,D_PER_1000_B,,_T,,_T,,,15.8224847208383,29.403406259776,A,,UN_IGME,,,CME_MRY0T4,2020
AZE,Azerbaijan,2021.0,0,CME_MRY0T4,Under-five mortality rate,20.5436338243352,D_PER_1000_B,,_T,,_T,,,14.7588346897197,28.7325560885271,A,,UN_IGME,,,CME_MRY0T4,2021
AZE,Azerbaijan,2022.0,0,CME_MRY0T4,Under-five mortality rate,19.5926591066671,D_PER_1000_B,,_T,,_T,,,13.6478806434823,28.3322583506268,A,,UN_IGME,,,CME_MRY0T4,2022
AZE,Azerbaijan,2023.0,0,CME_MRY0T4,Under-five mortality rate,18.742526934821,D_PER_1000_B,,_T,,_T,,,12.5154801365903,28.12072040158,A,,UN_IGME,,,CME_MRY0T4,2023
AZE,Azerbaijan,2024.0,0,CME_MRY0T4,Under-five mortality rate,17.8872423134013,D_PER_1000_B,,_T,,_T,,,11.4057248434924,28.1836640843281,A,,UN_IGME,,,CME_MRY0T4,2024
BHR,Bahrain,2000.0,0,CME_MRY0T4,Under-five mortality rate,12.4996896785114,D_PER_1000_B,,_T,,_T,,,11.930068929245,13.0980450419819,A,,UN_IGME,,,CME_MRY0T4,2000
BHR,Bahrain,2001.0,0,CME_MRY0T4,Under-five mortality rate,11.9862347599269,D_PER_1000_B,,_T,,_T,,,11.4425136307546,12.5606698810382,A,,UN_IGME,,,CME_MRY0T4,2001
BHR,Bahrain,2002.0,0,CME_MRY0T4,Under-five mortality rate,11.5965255553284,D_PER_1000_B,,_T,,_T,,,11.0627507383455,12.15526503252,A,,UN_IGME,,,CME_MRY0T4,2002
BHR,Bahrain,2003.0,0,CME_MRY0T4,Under-five mortality rate,11.2699453718843,D_PER_1000_B,,_T,,_T,,,10.7513570935826,11.8122090937007,A,,UN_IGME,,,CME_MRY0T4,2003
BHR,Bahrain,2004.0,0,CME_MRY0T4,Under-five mortality rate,10.9609346373107,D_PER_1000_B,,_T,,_T,,,10.457026406478,11.4890893881803,A,,UN_IGME,,,CME_MRY0T4,2004
BHR,Bahrain,2005.0,0,CME_MRY0T4,Under-five mortality rate,10.626077708419,D_PER_1000_B,,_T,,_T,,,10.1465553011355,11.137598050739,A,,UN_IGME,,,CME_MRY0T4,2005
BHR,Bahrain,2006.0,0,CME_MRY0T4,Under-five mortality rate,10.2543408818895,D_PER_1000_B,,_T,,_T,,,9.79450880184938,10.742241399437,A,,UN_IGME,,,CME_MRY0T4,2006
BHR,Bahrain,2007.0,0,CME_MRY0T4,Under-five mortality rate,9.84163991264982,D_PER_1000_B,,_T,,_T,,,9.38520833062472,10.313756231606,A,,UN_IGME,,,CME_MRY0T4,2007
BHR,Bahrain,2008.0,0,CME_MRY0T4,Under-five mortality rate,9.40509839176253,D_PER_1000_B,,_T,,_T,,,8.96188861613429,9.86244912741566,A,,UN_IGME,,,CME_MRY0T4,2008
BHR,Bahrain,2009.0,0,CME_MRY0T4,Under-five mortality rate,8.97850767593096,D_PER_1000_B,,_T,,_T,,,8.54957706211439,9.42086242845538,A,,UN_IGME,,,CME_MRY0T4,2009
BHR,Bahrain,2010.0,0,CME_MRY0T4,Under-five mortality rate,8.60385797134854,D_PER_1000_B,,_T,,_T,,,8.1977532583617,9.03569936075556,A,,UN_IGME,,,CME_MRY0T4,2010
BHR,Bahrain,2011.0,0,CME_MRY0T4,Under-five mortality rate,8.30038711957332,D_PER_1000_B,,_T,,_T,,,7.90770242657025,8.71789039718642,A,,UN_IGME,,,CME_MRY0T4,2011
BHR,Bahrain,2012.0,0,CME_MRY0T4,Under-five mortality rate,8.05739851092742,D_PER_1000_B,,_T,,_T,,,7.6801046041488,8.45918991131255,A,,UN_IGME,,,CME_MRY0T4,2012
BHR,Bahrain,2013.0,0,CME_MRY0T4,Under-five mortality rate,7.88481603102796,D_PER_1000_B,,_T,,_T,,,7.51662687884314,8.27038118273305,A,,UN_IGME,,,CME_MRY0T4,2013
BHR,Bahrain,2014.0,0,CME_MRY0T4,Under-five mortality rate,7.76310366403318,D_PER_1000_B,,_T,,_T,,,7.38934337276071,8.14621083143849,A,,UN_IGME,,,CME_MRY0T4,2014
BHR,Bahrain,2015.0,0,CME_MRY0T4,Under-five mortality rate,7.67736852158836,D_PER_1000_B,,_T,,_T,,,7.31392255113714,8.06449231236362,A,,UN_IGME,,,CME_MRY0T4,2015
BHR,Bahrain,2016.0,0,CME_MRY0T4,Under-five mortality rate,7.63951642895132,D_PER_1000_B,,_T,,_T,,,7.27549074923796,8.03417466727134,A,,UN_IGME,,,CME_MRY0T4,2016
BHR,Bahrain,2017.0,0,CME_MRY0T4,Under-five mortality rate,7.65605080951428,D_PER_1000_B,,_T,,_T,,,7.28642977288853,8.05014085948365,A,,UN_IGME,,,CME_MRY0T4,2017
BHR,Bahrain,2018.0,0,CME_MRY0T4,Under-five mortality rate,7.72318136991086,D_PER_1000_B,,_T,,_T,,,7.34657120584953,8.12318153277845,A,,UN_IGME,,,CME_MRY0T4,2018
BHR,Bahrain,2019.0,0,CME_MRY0T4,Under-five mortality rate,7.83752876564545,D_PER_1000_B,,_T,,_T,,,7.4531845735684,8.24977351177404,A,,UN_IGME,,,CME_MRY0T4,2019
BHR,Bahrain,2020.0,0,CME_MRY0T4,Under-five mortality rate,7.99325282957667,D_PER_1000_B,,_T,,_T,,,7.59311214361059,8.42403400532231,A,,UN_IGME,,,CME_MRY0T4,2020
BHR,Bahrain,2021.0,0,CME_MRY0T4,Under-five mortality rate,8.1830513594032,D_PER_1000_B,,_T,,_T,,,7.73879865473024,8.66254038775045,A,,UN_IGME,,,CME_MRY0T4,2021
BHR,Bahrain,2022.0,0,CME_MRY0T4,Under-five mortality rate,8.39274600048623,D_PER_1000_B,,_T,,_T,,,7.84477670594242,8.98019070932002,A,,UN_IGME,,,CME_MRY0T4,2022
BHR,Bahrain,2023.0,0,CME_MRY0T4,Under-five mortality rate,8.59987958090302,D_PER_1000_B,,_T,,_T,,,7.88145413697947,9.38208780268466,A,,UN_IGME,,,CME_MRY0T4,2023
