country_code,country_name,period,geo_type,indicator,indicator_name,value,unit,unit_name,sex,age,wealth_quintile,residence,maternal_edu_lvl,lower_bound,upper_bound,obs_status,obs_status_name,data_source,ref_period,country_notes,indicator_code,year
BDI,Burundi,2000.0,0,CME_MRY0T4,Under-five mortality rate,152.387308951996,D_PER_1000_B,,_T,,_T,,,138.146053185457,168.702974716222,A,,UN_IGME,,,CME_MRY0T4,2000
BDI,Burundi,2001.0,0,CME_MRY0T4,Under-five mortality rate,147.524498286016,D_PER_1000_B,,_T,,_T,,,133.304520881212,163.730398505417,A,,UN_IGME,,,CME_MRY0T4,2001
BDI,Burundi,2002.0,0,CME_MRY0T4,Under-five mortality rate,142.347965342302,D_PER_1000_B,,_T,,_T,,,128.125659317078,158.545410756189,A,,UN_IGME,,,CME_MRY0T4,2002
BDI,Burundi,2003.0,0,CME_MRY0T4,Under-five mortality rate,136.618446072048,D_PER_1000_B,,_T,,_T,,,122.646870718771,152.796261136735,A,,UN_IGME,,,CME_MRY0T4,2003
BDI,Burundi,2004.0,0,CME_MRY0T4,Under-five mortality rate,130.409107793627,D_PER_1000_B,,_T,,_T,,,116.56889660644,146.436671296137,A,,UN_IGME,,,CME_MRY0T4,2004
BDI,Burundi,2005.0,0,CME_MRY0T4,Under-five mortality rate,123.704138696102,D_PER_1000_B,,_T,,_T,,,110.22371181074,139.068196227093,A,,UN_IGME,,,CME_MRY0T4,2005
BDI,Burundi,2006.0,0,CME_MRY0T4,Under-five mortality rate,116.558600969313,D_PER_1000_B,,_T,,_T,,,103.486604151211,131.368912767287,A,,UN_IGME,,,CME_MRY0T4,2006
BDI,Burundi,2007.0,0,CME_MRY0T4,Under-five mortality rate,109.455801151727,D_PER_1000_B,,_T,,_T,,,96.8158826138309,123.736602135306,A,,UN_IGME,,,CME_MRY0T4,2007
BDI,Burundi,2008.0,0,CME_MRY0T4,Under-five mortality rate,102.646358649877,D_PER_1000_B,,_T,,_T,,,90.1232799022054,116.797786156361,A,,UN_IGME,,,CME_MRY0T4,2008
BDI,Burundi,2009.0,0,CME_MRY0T4,Under-five mortality rate,96.0843437000628,D_PER_1000_B,,_T,,_T,,,83.7334791809295,110.523395422608,A,,UN_IGME,,,CME_MRY0T4,2009
